ID,Titulo,Detalles,URL,Niveles,Nivel,Categorias
1160,English at Work: 10 Phrasal Verbs for the Office,business english expressions,https://www.engvid.com/10-phrasal-verbs-for-the-office/,Intermediate,Intermediate,"business english, expressions"
1161,Learn English: MAKE or DO?,grammar,https://www.engvid.com/make-or-do/,"Beginner, Intermediate",Intermediate,grammar
1162,3 popular slang words in British English,slang,https://www.engvid.com/3-popular-slang-words-in-british-english/,Beginner,Beginner,slang
1163,English Listening Practice: Improve your vocabulary!,comprehension,https://www.engvid.com/english-listening-practice-vocabulary-prepositions/,"Beginner, Intermediate",Intermediate,comprehension
1164,IELTS General: Writing Task 1 – 14 Top Tips!,IELTS,https://www.engvid.com/ielts-general-writing-task-1/,Advanced,Advanced,ielts
1165,IELTS General Task 1 – Letter Writing,English resource IELTS,https://www.engvid.com/english-resource/ielts-general-task-1-letter-writing/,Advanced,Advanced,"english resource, ielts"
1166,Learn Real English: Let’s go on a road trip!,culture & tips expressions vocabulary,https://www.engvid.com/learn-real-english-road-trip/,Intermediate,Intermediate,"culture & tips, expressions, vocabulary"
1167,MAY or MIGHT?,grammar,https://www.engvid.com/may-or-might/,Intermediate,Intermediate,grammar
1168,Crazy English: FOODS that have BODY PARTS?,slang,https://www.engvid.com/crazy-english-food-body-parts/,"Beginner, Intermediate, Advanced",Advanced,slang
1169,How to improve your English by reading,comprehension culture & tips,https://www.engvid.com/how-to-improve-your-english-by-reading/,"Beginner, Intermediate, Advanced",Advanced,"comprehension, culture & tips"
1170,How to use “ABOUT TO” in English,grammar,https://www.engvid.com/about-to/,Beginner,Beginner,grammar
1171,How to start a phone conversation in English,business english culture & tips speaking,https://www.engvid.com/how-to-start-a-phone-conversation/,Intermediate,Intermediate,"business english, culture & tips, speaking"
1172,Learn English Prepositions: TO or AT?,grammar,https://www.engvid.com/learn-english-prepositions-to-or-at/,Beginner,Beginner,grammar
1173,Improve Your Grammar: 4 ways to use -ING words in English,grammar,https://www.engvid.com/4-ways-to-use-ing-words-in-english/,Intermediate,Intermediate,grammar
1174,Learn English Slang: BITCH,culture & tips slang vocabulary,https://www.engvid.com/learn-english-slang-bitch/,Beginner,Beginner,"culture & tips, slang, vocabulary"
1175,Improve your English: WHO or WHOM?,grammar,https://www.engvid.com/who-or-whom/,Intermediate,Intermediate,grammar
1176,"Read, Understand, and Remember! Improve your reading skills with the KWL Method",comprehension IELTS TOEFL,https://www.engvid.com/kwl-reading-method/,Intermediate,Intermediate,"comprehension, ielts"
1177,Speak English Naturally: My pronunciation secret for difficult words,pronunciation,https://www.engvid.com/speak-english-naturally-backchaining/,"Beginner, Intermediate, Advanced",Advanced,pronunciation
1178,Learn English Grammar: The Adverb Clause,grammar writing,https://www.engvid.com/learn-english-grammar-the-adverb-clause/,Advanced,Advanced,"grammar, writing"
1179,How are you feeling? Vocabulary & expressions to answer this common question!,expressions speaking vocabulary,https://www.engvid.com/how-are-you-feeling-mental-physical-health/,"Intermediate, Advanced",Advanced,"expressions, speaking, vocabulary"
1180,How to be CONFIDENT!,culture & tips speaking,https://www.engvid.com/how-to-be-confident/,"Beginner, Intermediate, Advanced",Advanced,"culture & tips, speaking"
1181,The 10 Most Common “WHAT” Questions in English,grammar speaking,https://www.engvid.com/the-10-most-common-what-questions-in-english/,Beginner,Beginner,"grammar, speaking"
1182,IELTS Writing Task 1: How to describe BAR GRAPHS,business english IELTS writing,https://www.engvid.com/ielts-writing-task-1-bar-graphs/,Intermediate,Intermediate,"business english, ielts, writing"
1183,How to use Mind Maps to understand and remember what you read!,comprehension culture & tips,https://www.engvid.com/how-to-use-mind-maps-to-understand-and-remember-what-you-read/,Advanced,Advanced,"comprehension, culture & tips"
1184,Top 10 Most Confusing Words for Advanced English Learners,vocabulary,https://www.engvid.com/top-10-most-confusing-words-for-advanced-english-learners/,"Intermediate, Advanced",Advanced,vocabulary
1185,"Prepositions in English: ABOVE, OVER, ON, ON TOP",grammar vocabulary,https://www.engvid.com/prepositions-in-english-above-over-on-on-top/,Beginner,Beginner,"grammar, vocabulary"
1186,Vocabulary: Learn 10 words that come from “BACK”,expressions vocabulary,https://www.engvid.com/vocabulary-10-back-words/,Beginner,Beginner,"expressions, vocabulary"
1187,STOP talking like a baby!,culture & tips,https://www.engvid.com/baby-talk/,"Beginner, Intermediate",Intermediate,culture & tips
1188,Learn 8 Phrasal Verbs with “PUSH”,expressions,https://www.engvid.com/8-phrasal-verbs-push/,"Intermediate, Advanced",Advanced,expressions
1189,Sound more natural in English: Learn and practice 5 BACK VOWELS,pronunciation,https://www.engvid.com/english-pronunciation-5-back-vowels/,"Intermediate, Advanced",Advanced,pronunciation
1190,Learn English Grammar: Zero Conditional,grammar,https://www.engvid.com/learn-english-grammar-zero-conditional/,"Intermediate, Advanced",Advanced,grammar
1191,Learn 10 Easy 3-Word Questions in English,expressions speaking,https://www.engvid.com/learn-10-easy-3-word-questions-in-english/,"Beginner, Intermediate",Intermediate,"expressions, speaking"
1192,Medical Vocabulary in English: First Aid,culture & tips vocabulary,https://www.engvid.com/medical-vocabulary-in-english-first-aid/,"Intermediate, Advanced",Advanced,"culture & tips, vocabulary"
1193,Learn English Vocabulary and Phrasal Verbs with “LOOK” ( ͡° ͜ʖ ͡°),expressions vocabulary,https://www.engvid.com/learn-english-vocabulary-and-phrasal-verbs-with-look/,Intermediate,Intermediate,"expressions, vocabulary"
1194,I HATE ENGLISH! 12 things that don’t make any sense,culture & tips expressions vocabulary,https://www.engvid.com/i-hate-english-12-things-that-dont-make-any-sense/,"Beginner, Intermediate, Advanced",Advanced,"culture & tips, expressions, vocabulary"
1195,English Vocabulary: House Cleaning,vocabulary,https://www.engvid.com/english-vocabulary-house-cleaning/,Beginner,Beginner,vocabulary
1196,"Improve Your Vocabulary: KNOW, MEET, MEET WITH, or MEET UP?",grammar vocabulary,https://www.engvid.com/improve-your-vocabulary-know-meet-meet-with-or-meet-up/,Intermediate,Intermediate,"grammar, vocabulary"
1197,How to improve your English with MUSIC and MOVIES!,culture & tips vocabulary,https://www.engvid.com/how-to-improve-your-english-with-music-and-movies/,"Beginner, Intermediate, Advanced",Advanced,"culture & tips, vocabulary"
1198,Free consultation with IELTS & TOEFL Specialist,IELTS TOEFL TOEIC,https://www.engvid.com/free-consultation-with-ielts-toefl-specialist/,"Intermediate, Advanced",Advanced,ielts
1199,The STRANGE & FREAKY history of Valentine’s Day!,culture & tips,https://www.engvid.com/the-strange-freaky-history-of-valentines-day/,"Beginner, Intermediate, Advanced",Advanced,culture & tips
1200,Where do the names of the days of the week come from?,culture & tips,https://www.engvid.com/days-of-the-week-etymology/,Advanced,Advanced,culture & tips
1201,"Learn English Phrasal Verbs with BRING: bring on, bring about, bring forward…",expressions vocabulary,https://www.engvid.com/learn-english-phrasal-verbs-with-bring-bring-on-bring-about-bring-forward/,Intermediate,Intermediate,"expressions, vocabulary"
1202,"How to Negotiate: Vocabulary, expressions, and questions to save you $$$",business english culture & tips speaking,https://www.engvid.com/how-to-negotiate-vocabulary-expressions-and-questions-to-save-you-money/,"Intermediate, Advanced",Advanced,"business english, culture & tips, speaking"
1203,Real English: Talking about pets and animals,culture & tips speaking vocabulary,https://www.engvid.com/real-english-talking-about-pets-and-animals/,"Beginner, Intermediate",Intermediate,"culture & tips, speaking, vocabulary"
1204,How to start a conversation: 5 things to say after “hello”,culture & tips speaking,https://www.engvid.com/how-to-start-a-conversation-5-things-to-say-after-hello/,"Intermediate, Advanced",Advanced,"culture & tips, speaking"
1205,English Grammar: The Past Tense of HAVE,grammar,https://www.engvid.com/english-grammar-the-past-tense-of-have/,Beginner,Beginner,grammar
1206,English Slang: How to talk like a real Londoner,culture & tips pronunciation slang,https://www.engvid.com/english-slang-how-to-talk-like-a-real-londoner/,Advanced,Advanced,"culture & tips, pronunciation, slang"
1207,English Pronunciation: How to say words ending in -OUGH & -AUGH,pronunciation,https://www.engvid.com/english-pronunciation-how-to-say-words-ending-in-ough-augh/,Beginner,Beginner,pronunciation
1208,Real English: Using WHEN & WHERE to Make Plans,expressions vocabulary,https://www.engvid.com/real-english-using-when-where-to-make-plans/,Beginner,Beginner,"expressions, vocabulary"
1209,Slang: 13 Funny Word Mash-Ups in English,slang vocabulary,https://www.engvid.com/slang-13-funny-word-mash-ups-in-english/,"Intermediate, Advanced",Advanced,"slang, vocabulary"
1210,15 Common WHO Questions in English,grammar speaking,https://www.engvid.com/15-common-who-questions-in-english/,Beginner,Beginner,"grammar, speaking"
1211,How to learn English if you are shy,culture & tips,https://www.engvid.com/how-to-learn-english-if-you-are-shy/,"Beginner, Intermediate, Advanced",Advanced,culture & tips
1212,Steps to Learning English: Where should you start?,comprehension culture & tips,https://www.engvid.com/steps-to-learning-english-where-to-begin/,"Beginner, Intermediate, Advanced",Advanced,"comprehension, culture & tips"
1213,"Discover your unique LEARNING STYLE: Visual, Auditory, Kinesthetic",culture & tips,https://www.engvid.com/discover-your-unique-learning-style-visual-auditory-kinesthetic/,Intermediate,Intermediate,culture & tips
1214,"Prepositions of Time in English: BY, UNTIL, BY THE TIME, NO LATER THAN…",grammar,https://www.engvid.com/prepositions-of-time-in-english/,"Beginner, Intermediate",Intermediate,grammar
1215,"Learn English Grammar: USE, USED, and USED TO",expressions grammar,https://www.engvid.com/learn-english-grammar-use-used-and-used-to/,Intermediate,Intermediate,"expressions, grammar"
1216,American Sex Slang: The SEX Alphabet with Ronnie,slang,https://www.engvid.com/american-sex-slang-the-sex-alphabet/,"Beginner, Intermediate, Advanced",Advanced,slang
1217,17 ways to say YOU’RE WELCOME in English,expressions grammar,https://www.engvid.com/17-ways-to-say-youre-welcome-in-english/,Beginner,Beginner,"expressions, grammar"
1218,"HAPPY NEW YEAR! What to say and do: expressions, customs, vocabulary ?",culture & tips expressions vocabulary,https://www.engvid.com/happy-new-year-expressions-customs-vocabulary/,Intermediate,Intermediate,"culture & tips, expressions, vocabulary"
1219,Emma’s TOP 15 STUDY TIPS,culture & tips IELTS TOEFL TOEIC,https://www.engvid.com/emmas-top-15-study-tips/,"Beginner, Intermediate, Advanced",Advanced,"culture & tips, ielts"
1220,Talking about SLEEP in English,expressions vocabulary,https://www.engvid.com/talking-about-sleep-in-english/,Beginner,Beginner,"expressions, vocabulary"
1221,Learn 10 English Idioms about People at Work,business english expressions,https://www.engvid.com/10-english-idioms-people-at-work/,Intermediate,Intermediate,"business english, expressions"
1222,50+ English Phrases & Idioms to Describe People in Business,English resource business english expressions,https://www.engvid.com/english-resource/50-english-phrases-idioms-to-describe-people-in-business/,Advanced,Advanced,"business english, english resource, expressions"
1223,Learn 17 Business Abbreviations & Acronyms in English,business english vocabulary,https://www.engvid.com/17-business-abbreviations-acronyms/,Intermediate,Intermediate,"business english, vocabulary"
1224,"Vocabulary to talk about your feelings in English: anger, fear, and confusion",expressions vocabulary,https://www.engvid.com/vocabulary-to-talk-about-your-feelings-in-english-anger-fear-and-confusion/,"Intermediate, Advanced",Advanced,"expressions, vocabulary"
1225,So you’re NOT having a baby…,culture & tips vocabulary,https://www.engvid.com/so-youre-not-having-a-baby/,"Intermediate, Advanced",Advanced,"culture & tips, vocabulary"
1226,Learn English by playing Final Fantasy 7! Let’s play and learn!,expressions slang vocabulary,https://www.engvid.com/learn-english-final-fantasy-vii/,"Intermediate, Advanced",Advanced,"expressions, slang, vocabulary"
1227,Sound more natural in English: Learn and practice 5 FRONT VOWELS,pronunciation,https://www.engvid.com/english-pronunciation-5-front-vowels/,"Intermediate, Advanced",Advanced,pronunciation
1228,English Grammar: Definite Adverbs of Frequency,grammar,https://www.engvid.com/english-grammar-definite-adverbs-of-frequency/,Intermediate,Intermediate,grammar
1229,Top 10 Confusing English Verbs for Beginners,grammar vocabulary,https://www.engvid.com/top-10-confusing-english-verbs-for-beginners/,Beginner,Beginner,"grammar, vocabulary"
